微博id,微博正文/转发理由,是否原创,情感得分
Bb7jnClbN,转发理由:#TFBOYS益起来#你们不要害怕 希望通过这次募捐让你们知道其实有这么多人在帮助你们 不要害怕 我们会站在你们身后 传递正能量 你们会感受到更多爱 重拾你们的微笑吧[呵呵]  ,FALSE,1
Bb7iifTX6,转发理由:#TFBOYS益起来#很可怜 心里好难过 很希望能帮助他们 所以现在有这个机会很想努力让更多人帮助他们  ,FALSE,1
Bb7hl9O89,转发理由:#TFBOYS益起来#也希望你们多多帮助他们 献出自己的一份绵薄之力 来帮助他们 我们也会很开心的  ,FALSE,1
Bb7girLaw,转发理由:#TFBOYS益起来#希望大家多关注唇腭裂儿童 多多帮助他们 让他们充实信心  ,FALSE,1
Bb7fvmMtL,转发理由:#TFBOYS益起来#能感受到阿  ,FALSE,1
Bb7f2p9wa,转发理由:#TFBOYS益起来#希望大家多多参与这次公益活动 多去关心他们 谢谢  ,FALSE,1
Bb7e0jlWA,转发理由:#TFBOYS益起来#有  ,FALSE,1
Bb7dmpF2y,转发理由:#TFBOYS益起来#当然会  ,FALSE,1
Bb7d7D1JI,转发理由:#TFBOYS益起来#希望通过这次募捐能让这些儿童能够再次微笑起来  ,FALSE,1
Bb7bu145e,转发理由:#TFBOYS益起来#我们三个一起出去做活动的时候在一起最开心 一起玩啊 不开心的时候是一起练习唱歌跳舞时遇到瓶颈 很难过 不过还是要努力  ,FALSE,1
Bb7903nse,转发理由:#TFBOYS益起来#符合自己性格的最好 其他的倒没想过  ,FALSE,1
Bb76SeNHp,"#TFBOYS益起来#我的微访谈""#TFBOYS益起来#为爱发声""开始啦！今天我和@TFBOYS-王俊凯 @TFBOYS-王源 会在微访谈跟大家聊天,访谈时间是17:30-18:30,快来提问吧！访谈地址：http://t.cn/RvRmdMP  ",TRUE,1
BaGuvgMdf,周末拿到@TFBOYS-王俊凯 给我带的TFBOYS应援服啦我穿上变个身怎样？  原图 ,TRUE,1
B9KxFsJmZ,我的粉丝俱乐部留言板更新啦！分享给你我的最新动态，快来和我互动吧！http://t.cn/RvpFvuK  ,TRUE,1
B9jIG1aDm,转发理由:阿姨们都很好啊  ,FALSE,1
B8HVB1P3k,今天小凯中考，我放学回家就赶紧打电话问他，听说发挥的还不错，小凯明天继续加油！对了， 我们粉丝俱乐部也上线了，大家也要多支持一下哦粉丝俱乐部   ,TRUE,1
B8ph7hFbz,#为王俊凯中考送祝福#我也给我们组合里最会照顾我们的@TFBOYS-王俊凯 送一个填空题：中考在即，一战成__；少年才__，不畏阻挡；金榜题名，功成__旋！凯爷，中考Fighting！  原图 ,TRUE,1
B7WDKqEG3,天空飘来5个字：高考不是事儿！高考的各位哥哥姐姐放松心态，不要刷微博到太晚加油！  原图 ,TRUE,1
B7Dr7uUl5,心情好好，趁弟弟也心情好那就来测试下兄弟的同步率呗看到没，我和弟弟的表情同步率爆表，做不到吧  [组图共4张] 原图 ,TRUE,1
B7ts8sdGg,转发理由:谢谢子墨哥哥的照顾[呵呵]拍的，哦不，玩的很开心  ,FALSE,1
B71qma3VX,各位叔叔阿姨哥哥姐姐弟弟妹妹六一快乐，昨天本来想和你们一起看快本的，但是要练舞，后来回家在网上看的重播。还有删粉丝什么的真的不是我弄的呢，一天没上微博号被盗了么？现在的密码有二十位应该猜不出来了吧还是祝大家六一快乐哈  原图 ,TRUE,1
B6RVdcCai,转发理由:帮我瞅瞅看看我们表现好不  ,FALSE,1
B6PNNzs2Q,转发理由:跟大家都玩的很开心，今晚八点十分一定记得看撒  ,FALSE,1
B6zKb1kfU,转发理由:奖状写的是好好少年  ,FALSE,1
B5P8OpNcP,转发理由:我要陪着爸爸妈妈带着弟弟一起看 //@TFBOYS组合:五月三十一日晚记得收看@TFBOYS-王俊凯 @TFBOYS-王源 @TFBOYS-易烊千玺 是怎样玩转自己的快本首秀吧  ,FALSE,1
B4S1T1NBV,今天和大伙录节目，果然见识到了什么叫丧心病狂了，这些个娃娃没几个完整的，小黄人就是代表，见过把小黄人眼睛摘下来带自己脸上的吗？凶手还就是他[挖鼻屎]  原图 ,TRUE,-1
B4KoCnDWD,转发理由:我们去吃长沙臭豆腐吧到时候  ,FALSE,1
B3QnSFd8x,好晚还要写作业…多的要命  不过想到小凯作业比我更多，我就觉得我幸福好多。今天母亲节，你们有给妈妈准备什么礼物吗？我有给在外地的妈妈打电话祝她节日快乐，顺带也帮我弟弟说了。  [组图共3张] 原图 ,TRUE,1
B2MzSj4JQ,本来说昨天发的，结果太累睡着了。今天补上，这个五一过的太开心了，二号看到了那么多支持TFBOYS的你们，昨天跳舞又拿了第一，真的太美妙了晚安  原图 ,TRUE,1
B1muQ2KB7,转发理由:音频看不到我跳舞，但是能听到你们支持我的声音，心里很温暖！谢谢你们#十年一起走#  ,FALSE,1
B1mtvAn7V,转发理由:有我  ,FALSE,1
B0v6lb0iz,弟弟，你是不是好久没有和哥哥自拍了啊？看你今天这么黏人，那……哥哥抱抱  [组图共4张] 原图 ,TRUE,1
B03ASjbVQ,转发理由:谢谢栎鑫哥哥[呵呵]  ,FALSE,1
AFRMAin3L,转发理由:感谢你们今天的支持～很晚了…大家快休息吧   goodnight  ,FALSE,1
AEqKXBquk,今天广州雨好大@TFBOYS-王源 我们见到了传说中的“小蛮腰”，你们再推荐一哈广州还有哪里好耍撒  原图 ,TRUE,1
ADqqD6MFB,去跳舞收到大家送来的牛奶，我一定会赶上他俩的。昨天看到粉丝过十万了，我突然发现今年定的目标是不是太低了，，想想下个目标。快睡觉了，大家晚安  [组图共3张] 原图 ,TRUE,1
ACE1p0Vig,每次发呆的时候，我就喜欢瞅着这些小二货们………然后瞅着瞅着就会噗呲的笑出来，然后发现，我又该写作业了  [组图共2张] 原图 ,TRUE,1
ACvPzpRYC,转发理由:有好吃的么 //@TF_Entertainment:体验一次极限之旅，想来段贝爷似的全球探险之旅吗？@TFBOYS-王俊凯 @TFBOYS-王源 @TFBOYS-易烊千玺   ,FALSE,1
ACc39mmYH,转发理由:期待 //@TF家族:导演也Very萌 哦~@TF_Entertainment  ,FALSE,1
ABhnUyn5j,转发理由:小伙伴们又可以见面啦@TFBOYS-王俊凯 @TFBOYS-王源  //@TF家族:#TFBOYS#很荣幸能够和导演Ernie Barbarash合作，参与到由尚格云顿主演的这样一部好莱坞动作片的拍摄中，这对@TFBOYS-王俊凯 @TFBOYS王源 @TFBOYS-易烊千玺 都是很好的锻炼机会，三只加油哦！  ,FALSE,1
AAODcEM5O,转发理由: 出来了出来了//@TF家族:@TFBOYS-王俊凯 @TFBOYS-王源 @TFBOYS-易烊千玺 小伙伴们，烦恼放下，快跟着TFBOYS向魔法城堡进发吧！  ,FALSE,1
AA57czpDV,从找食谱，到买材料，下完舞蹈课到现在，终于把我老家的特产糍粑做好了。虽然这个节日马上就要过去了，还是用自己做的糍粑祝妈妈节日快乐，做的不好看，但妈妈喜欢就很满足了  [组图共2张] 原图 ,TRUE,1
AzjNwtVoT,夜深了大家都还没睡么？没睡就来听我讲一个故事吧。听说只要在睡觉前点上蜡烛，在打开自带星星斑点的台灯………就可以……变成星星上的你，好吧，大家晚安  [组图共2张] 原图 ,TRUE,1
AyyeCFwkO,最近刚开学，作业好多。其他同学都是做太多作业会累的想睡，我却是作业越多越睡不着。连手里这个我每天抱着睡觉可以放音乐哄我睡觉的抱枕也不管用了，这两天眼睛都肿了。老师，为了我的眼睛，少布置些作业吧  [组图共2张] 原图 ,TRUE,1
AxNkI1Dme,晚上无聊画书签，哈！居然画了完整的一副自己出来，大家帮我看看，画画还有哪些地方需要修改呢？  [组图共2张] 原图 ,TRUE,1
AxaHZ3A4k,注意到碗的缺口了麽，那可不是贪吃咬下来的，为了照顾弟弟今天碗被摔了两次，吃饭时还没注意到被摔的小缺口把嘴给割破了，才开学第一天呢  [组图共2张] 原图 ,TRUE,-1
AvOfJFT4D,这才是兄弟嘛，一张是小时候的我，一张是我弟弟，猜猜哪个是我就是一个模子刻出来的嘛  原图 ,TRUE,1
AuUhgFu4k,@TFBOYS-王俊凯 你是怎么抓到五只娃娃的？我今天去抓都只抓到一个还有敢不敢不要那么多人去看爸爸去哪儿，几个影院都堵的满满的，好不容易才抢到票的  [组图共2张] 原图 ,TRUE,-1
AuswHmZAK,马年到了，祝所有的小伙伴们马年都能心想事成，出门都能被这大元宝砸中。本来想让我弟弟来被元宝砸的，但他已经睡着了，只能我自己挨砸啦。哎哟，好疼，不过乐意，是吧，哈哈[呵呵]  原图 ,TRUE,1
AtWSEoPPk,今天是到重庆来难得的休息日，所以猜猜今天我和谁谁谁去看电影啦今天晚上就要回北京了，小伙伴们我们年后再见啦  [组图共3张] 原图 ,TRUE,1
Asj3jzMd2,新版微博客户端全新发布啦！发布器全面升级，更多兴趣快捷分享；新增微博支付，移动消费一触即达；手机端快捷参与#让红包飞#活动，新春豪礼送不停！赶紧更新抢红包！下载地址：http://t.cn/zOZGnnD  [组图共3张] 原图 ,TRUE,1
ArI3RxuEx,明天就期末考试了，希望吧，我能够实现我的心愿考进年级前五，一定要实现啊，然后下周就可以和我的小伙伴们见面了大家晚安  原图 ,TRUE,1
AqDEQmqP2,那个穿的跟熊猫一样的小家伙！对！就是你，站住别乱走！谁允许你没哥哥在旁边到处乱走的，快点过来哥哥抱你去晒太阳  [组图共3张] 原图 ,TRUE,1
AqCTPljFq,转发理由:听说我也有一条不过我好中意小黄人[花心]  ,FALSE,1
ApTCS852X,各位四叶草千纸鹤新年快乐，为了明年能进步所以今天跨年在学乐理中度过啦，希望明年自己能长高个，和伙伴多多见面  [组图共2张] 原图 ,TRUE,1
AoOMo1ek1,今天平安夜学校却开家长会这不让我们的平安夜过不平安吗？...............不过我是没关系的，大家圣诞快乐今天活动好想参加可是没放假啊寒假我们见吧  原图 ,TRUE,1
Aon8rqOWq,因为上课时间还不急，所以我真的有和你们合照，不骗你们的！  [组图共2张] 原图 ,TRUE,1
AomXa2q09,四叶草们，看到你们了嘛，今天去上课时路过王府井在车上有看到你们谢谢你们很卖力的帮我们TFBOYS宣传，还有这两天真的好冷，我都感冒戴口罩了  原图 ,TRUE,1
Ao3fQ726u,最近好冷啊不过今天拿到自己的抱枕以后.........................................我看见抱枕上的自己穿着短袖，那他在北京不是更冷可怜的穿着短袖被印在抱枕上的易烊千玺  原图 ,TRUE,1
AkS7eD60c,转发理由:谢谢小凯不过身高嘛  ,FALSE,1
AkQPd2anT,转发理由:瘦是瘦，精神够！谢谢大家的祝福，我收到啦，谢谢你们（鞠躬）[呵呵]  ,FALSE,1
AkQNZn13t,转发理由:我懂的哈哈哈  ,FALSE,1
Akef8mXbg,今天舞蹈上课要上到晚上10：00。作业都没时间写。抽空到咖啡屋抓紧时间写点作业。再和弟弟玩一下。真惬意的下午啊  [组图共2张] 原图 ,TRUE,1
Aj2ju9jT8,今天北京风好大，人都要吹走了。不过晚饭找到一家居然拿木桶做饭碗的餐馆，木桶而已嘛，我还是全部吃完了哦[呵呵]  [组图共2张] 原图 ,TRUE,1
AhO0llb4z,"有一天一个恐龙遇到了小黄人，就问知道今天什么日子吗？？！！不说就吃了你！！于是......小黄人就被吃掉了哼，连我家@TFBOYS-王源 生日都不知道，不吃你吃谁happy birthday,源酱  [组图共2张] 原图 ",TRUE,1
AhwCuk8AT,亲爱的弟弟生日快乐，今天你就一岁啦，Happy Birthday哥哥好想赶快听你叫我哥哥了，快点加油长大吧！  原图 ,TRUE,1
AgAcskt9L,@TFBOYS-王俊凯 @TFBOYS-王源 快点看过来今天学校秋游去园博园，大黄鸭已经走了没看到，所以只能买只小黄鸭  [组图共3张] 原图 ,TRUE,1
Agz2OuUzc,#星周刊偶像人气榜#tfboys  ,TRUE,1
Ag0ByaYel,刚刚跳完舞到家，准备早点睡了。看手机才发现我刚刚已经在车上累的睡了一觉了（弟弟是无聊的睡了一觉了）[呵呵]每次下课衣服都水洗了样，但那感觉好棒，晚安  原图 ,TRUE,1
AekgOydph,弟弟你是越来越贪嘴了，抢吃的都抢到哥哥嘴里来了，你是要吃吗？是要吃吗？亲一个......亲一个也不能给，你在长牙齿会蛀牙哦我们的目标是：没有蛀牙！  原图 ,TRUE,1
AdSamDz0w,只能休息一天的周末好短暂，一整天都要宅在家里写作业，我妈还那么悠闲的偷拍我不过微博有照片发了，不早了，明儿还上课，晚安吧  原图 ,TRUE,-1
AdfPFk4hm,#星周刊偶像人气榜#tfboys  ,TRUE,1
Ad6kt4TDz,转发理由:[呵呵]嗯！谢谢你们！  ,FALSE,1
AcOsVs47D,刚刚下舞蹈课，饿死了，妈咪请客韩国料理，这个石锅拌饭很美味哦，@TFBOYS-王俊凯 @TFBOYS-王源 ，馋你们，想吃就过来  原图 ,TRUE,1
AcvrEmqq7,转发理由:今天看到你们真的很开心  ,FALSE,1
AbTuSDZz2,转发理由:国庆快乐，好期待见面啦[国旗]  ,FALSE,1
AauWRlqAP,@TFBOYS-王俊凯 生日快乐这套海贼王的玩偶逛了好久帮你选的，送你的生日礼物啦  原图 ,TRUE,1
Aa394yQ1R,就是这个棒棒糖！被@TF家族-刘志宏 吃了的棒棒糖，我没有了怎么办？还好今天路过糖果店买到一个，弟弟想吃？哥哥先咬一口好不  原图 ,TRUE,1
A9UKPfTE3,转发理由:哇哇，新MV出来了！@TFBOYS-王俊凯 @TFBOYS-王源 马上我们又可以见面啦  ,FALSE,1
A9t1IoZuh,今天带弟弟去中国教育电视台录节目不过弟弟只是观众，这身打扮，我跳什么很好猜吧  原图 ,TRUE,1
A8R3d7zYy,今天教师节，本来在家准备了花送老师的，结果早上出门的时候我居然把花忘记带去学校落家里了。。。。。。明天再送到学校花不会焉了吧  原图 ,TRUE,-1
A6G0ugT0l,转发理由:谢谢大家对我们的支持了！//@TF家族: 大家辛苦了，但是不要因为打榜耽误学习和工作啦  ,FALSE,1
A6F6Dp5pK,转发理由:欺负人//@TFBOYS-王源: 大背头弟弟哈哈哈哈哈哈哈  ,FALSE,1
A6dYu0ieV,坏人[左哼哼]都给我咬出血啦  原图 ,TRUE,-1
A5Fzm2aiL,转发理由:I Miss You Two[呵呵]  ,FALSE,1
A3tRj0ryy,转发理由:我是TFBOYS的易烊千玺，今后会在我们的团体里和小凯源源一起加油的，请期待我们的表现吧，I LOVE TF BOYS！  ,FALSE,1
