微博id,微博正文/转发理由,是否原创,情感得分
GgdhLhpbr,转发理由:汶川十年，铭记历史。逝者已矣，生者如斯，向坚强与重生致敬。//@TFBOYS组合:2008-2018汶川大地震十周年逝者已矣，生者如斯，致敬那一年的所有感动汶川加油  ,FALSE,1
GfiwpoCz8,转发理由:👍🏻//@人间蛇男_杨建Snakeman:易！//@小P-许宸志 燃！//@周星夙SU:装！//@淋雨Ranny:置！//@孙维君Sunny:为！//@林梦James:你！//@Bboy张天赐:骄！//@钟晨G-CO:傲！//@胡浩亮Spark:666！  ,FALSE,1
GeQoVEdGC,Tmall天猫的秒拍视频 你们给我的元气已收到。我给你们的，在这里→http://t.cn/RuQfSNP  ,TRUE,1
GeiKB8bm2,#千玺需要能量保护罩# 看这里→ http://t.cn/RufyO8e我的高德专属红包，由你来守护，快来参加吧。  原图 ,TRUE,1
Ged7xh3Lv,#这就是街舞#温良恭谦，砥砺前行。易燃装置，斯为泰山而不骄，#这就是街舞7强#我们冠军夜见@胡浩亮Spark   @韩宇531  @小p-许宸志 街舞总教官黄景行登场，谢文珂“金箍断情”再现《大话西游》  ,TRUE,1
Gdaj90l81,#这就是街舞12强# 左手颠笑痴行，右手闭目深情。@胡浩亮Spark @人间蛇男_杨建Snakeman 谢谢亮亮蛇男，你们让我看到什么是——最棒的舞者，易燃装置的每一位都是最棒的存在。亮亮杨建演绎科学怪人 怪诞效果燃爆舞台  ,TRUE,1
Gd5cw1XVn,http://t.cn/RuvAIwS ← 世界上有那么多的玫瑰花，3年了，真好有你们一直陪伴在我身边，我们相互灌溉……今日份的元气灌溉，来自阅读。走向即将到来的18岁，我在读这本书。你#18岁读的书#，是_____？  [组图共2张] 原图 ,TRUE,1
GctuMgO8T,知猫知面不知心，二十、石榴、队长竟然背着我也代言了天猫？！有证据→ http://t.cn/Rm8OF05  [组图共4张] 原图 ,TRUE,1
GclLtwJLO,转发理由:我以为易燃易爆的是舞蹈，没想到易飞冲天的是脑洞。#生来好动#  ,FALSE,1
GcbqhdQzz,想进入我的脑内世界一探究竟？首支创意短片紧张制作中…锁定@adidasneo4月16日，脑洞引爆倒计时#生来好动# adidas_neo的秒拍视频  ,TRUE,1
Gc58ye606,#这就是街舞# 前所未有的舞种融合Showtime，中国风街舞的精神就是要不断创新！易燃装置，全员晋级！ @胡浩亮Spark   @韩宇531  @人间蛇男_杨建Snakeman @孙维君Sunny @小p-许宸志 @周星夙SU 西泡泡化身人体摩托，舞力全开玩转“鼓舞”，中国风街舞炸场  ,TRUE,1
GbKjX3DYV,打开天猫APP，#与千玺一起理想生活# ，答应我就此刻。戳→http://t.cn/RmXj2sg天猫的秒拍视频  ,TRUE,1
Gbr7X57DF,生命中的每个珍贵时刻背后，都少不了你们的支持和鼓励。谢谢你们成就了我所有的荣光。和@好爸爸Kispa 的结缘，皆因好爸爸#只为成就珍贵的你#的理念，想知道更多背后的故事吗？关注好爸爸双微为好爸爸打call吧！  原图 ,TRUE,1
G9XMk7qvw,#这就是街舞#易燃装置Make Noise，此刻，让这个世界被舞蹈点燃。#街舞战队大秀# 易烊千玺“易燃装置战队”燃炸舞台，装置舞创意十足  ,TRUE,1
G9O2Akok8,转发理由:很开心与@智族GQ 合作拍摄，回顾自我，审视自我。期待未来更多有趣的事发生。  ,FALSE,1
G8SMlnRox,#这就是街舞#锣鼓喧天鞭炮齐鸣，最燃齐舞今晚八点炸裂开场！【精编】首次上演齐舞大战 战斗指数直线飙升  ,TRUE,1
G8QLWoCcd,转发理由:很开心能和@angelica张宇 姐姐和@VogueMe 一起用向上的能量，探索未来的模样。也感谢此次拍摄的所有工作人员，祝心情愉悦，工作顺利。  ,FALSE,1
G8JAIaIz5,转发理由:想做不一样的事。感谢雪姐@晓雪 的邀请，期待可以和@SuperELLE 一起做更多不一样的有趣的事。  ,FALSE,1
G8jAzxm18,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥  [组图共3张] 原图 ,TRUE,1
G8fYF63zy,转发理由:很开心张宇姐姐的鼓励和期许，这是一次很难忘的拍摄，祝#VogueMe2周年# 生日快乐。//@angelica张宇:世界是我们的，世界更是你们的，有梦想敢追求的阳光青年们！#vogueme2周年#@TFBOYS-王源 @吴磊LEO @刘昊然turbo @TFBOYS-易烊千玺 @VOGUE服饰与美容  ,FALSE,1
G7jHdwDqO,转发理由:非常严肃地说一遍，跟我一起加入#中国很赞#手指舞挑战，动作要标准为中国点赞！  ,FALSE,1
G6uDatIb4,朋友们.按摩床了解一下…  [组图共2张] 原图 ,TRUE,1
G6kfXbFXs,道心孤绝，讲究…泡脚不能被发现🐒🐒  [组图共3张] 原图 ,TRUE,1
G4DchF5iM,够燃够酷够态度，#这就是街舞#每周六晚八点我在优酷等你。  原图 ,TRUE,1
G3hW53Irn,微博动态  ,TRUE,1
G3fK4iRzj,红红火火恍恍惚惚哈哈哈哈👻今晚看我们的@TFBOYS-王俊凯 @TFBOYS-王源  原图 ,TRUE,1
G37g21waV,今天…一起过节吧…🤗🌹  [组图共5张] 原图 ,TRUE,1
G2U1G64XM,我给大家发福利啦！打开口碑APP，喊出以下红包口令“恭喜发财，胃口常开”，就可以抢到我为你们准备的200万口碑新年红包，告诉你们一个小秘密，嗓门越大，红包就会越大喔，快来大声吼起来吧！快来#口碑喊红包分一个亿# http://t.cn/R8rrXLL 口碑Koubei的秒拍视频  ,TRUE,1
G2vVdAtVl,再过几天就是狗年#春晚# 啦，李泌在剧组给大家发来贺电，把十二个月看作是十二个时辰，祝愿大家在每一个时辰里都幸福长安，给你点一个#中国赞# ！  原图 ,TRUE,1
G20EledpB,转发理由:天佑台湾，祈福平安🙏  ,FALSE,1
G1hNlyDG7,转发理由:王牌来了，坐等开播✌🏻  ,FALSE,1
G1gUyiJu3,New York 之行结束，很开心此次和China Music Vision Ltd.@格莱美音乐时空 和 SMG@动感101 一起参加格莱美，感谢大家支持。  [组图共4张] 原图 ,TRUE,1
G0VprkLjA,转发理由:好好看 支持👌👏👏👏  ,FALSE,1
FFvCCw4Lv,新年行好运，#易烊千玺的红包#等你来拿👇TFBOYS-易烊千玺  的红包  ,TRUE,1
FEYLN1kOk,微博动态  ,TRUE,1
FDYXwyu4H,#熊猫守护者# 我刚刚加入了“熊猫守护者”，据说会在陕西秦岭种下真实的竹子哦！你也快来加入我们，一起为萌萌的熊猫种竹子吧！ 熊猫守护者  ,TRUE,1
FDTg9xTfd,社会你泌哥. 老被打  [组图共2张] 原图 ,TRUE,1
FDHDVp9MG,转发理由:感谢邀请，期待相遇，#格莱美# 60周年。  ,FALSE,1
FCgiZCP79,感谢17年一起走来的所有人🤝感谢大家的陪伴. 你们都真的很棒！18年我们一起加油！记得2018的每天都要______哟～ 爱你们！❤️x18  原图 ,TRUE,1
FBIIXji7m,了解街舞的方式有N+1种，学会它的方式却只有一种，#这就是街舞# Just Dance！  原图 ,TRUE,1
FBDf2xyfX,转发理由:倒计时两天，坐等解锁解忧杂货店✌  ,FALSE,1
FAR0mqP0r,来自剧组的大饺砸和大汤圆🤝🤝🤝  [组图共2张] 原图 ,TRUE,1
FAdWltfIL,转发理由:这次拍mv开心又轻松，大家喜欢吗👻  ,FALSE,1
FAc680H1r,1128/1128前来报道，大家和@adidasneo 一起定制的海报收到！快来竞猜：海报中到底藏了几个我？  原图 ,TRUE,1
FzKB7tmQn,转发理由:送你们一首新歌，躲猫猫…猫上线  ,FALSE,1
FzqfwqREz,铭记历史，不是为了停留在过去，而是为了更好开创未来。#国家公祭日#，希望你与我一起守望和平！@新浪江苏 @侵华日军南京大屠杀遇难同胞纪念馆   [组图共2张] 原图 ,TRUE,1
FzhuDsWrA,来，带着口碑APP（⏬http://t.cn/RYlLiwC）跟我一起出门，找口碑双12海报，咱们一块去扫街！今晚7点，来参加口碑双十二超级派对 ，不许放我鸽子哦。Come on！出门出门出门！  原图 ,TRUE,1
Fyfqiy9DA,我好像好久没出现了🐦🐤🐣  [组图共6张] 原图 ,TRUE,1
FxF0ji8ZI,转发理由:#2017世界艾滋病日# 这段特殊的旅程，很深刻、很温暖。未来，也请和我一起，对抗歧视，为“艾”发声。  ,FALSE,1
FxkFgaRsa,很开心和@自然堂 一起迎来17岁生日，大家的祝福我都珍藏在心，感谢你们的支持与陪伴希望你们未来也一样自然自信，真实如初，勇敢追逐梦想，一起加油吧！#自然堂水光面膜#  [组图共4张] 原图 ,TRUE,1
FxjHLewN6,转发理由:谢谢苏芒姐的鼓励//@苏芒:很有质感和志气的千禧  ,FALSE,1
Fxdrvxj6G,放过我吧… 生日会说的九张自拍对我来说太难了…… 给你们点别的好看的昂🏳🏳  [组图共9张] 原图 ,TRUE,1
Fxb54gySt,17、16、15、14…5、4、3、2、1 ，Ｒｅａｄｙ  g o…  ,TRUE,1
Fx8zxceHQ,十七岁的长寿面，比十六岁的来的更早一些…  [组图共2张] 原图 ,TRUE,1
Fx5o0bPSz,祝你生日快乐  ,TRUE,1
Fx5bLnM2K,第一时间想给你们听的歌我说生日，你们说_______🙈Unpredictable，see u later。Unpredictable  ,TRUE,1
Fx0EroiEL,转发理由:福利已经寄出…据说，获取方式很烧脑，希望打开的人惊喜非常。  ,FALSE,1
FwoEQaTf4,Nothing to Lose，Nothing to Fear.PS：Thank you all.Nothing to Lose  ,TRUE,1
FvX4UDF1H,转发理由:多一份荣誉，多一份责任。感谢@世界卫生组织 多年来在公益健康领域的强力推动，未来，我将努力倡导健康生活方式，一起助力公益发声！  ,FALSE,1
Fvyhm1SAk,转发理由:感谢@i周迅 @演员_王庆祥 两位老师的悉心指导，我会谨记两位前辈的教诲：以诚实和定力坚守初心，在未来表演之路上始终念念不忘，期待必有回响。  ,FALSE,1
FupDx49td,他们一定要让我发🙃🙃🙃TFBOYS-易烊千玺的秒拍视频  ,TRUE,1
FuagleQKM,祝源哥的十七岁越来越6，释放更多的音乐才华，祝@TFBOYS-王源 十七岁生日快乐  [组图共2张] 原图 ,TRUE,1
Fs23nt8vU,挑战两个不同的角色，体验两种不同的人生，我会努力演绎好李泌与阿易[加油]  [组图共2张] 原图 ,TRUE,1
FrZ3M7L3e,转发理由:这个封面有点酷  ,FALSE,1
FrPchnllT,感谢世卫和谭德塞博士的邀请，“艾”的旅程，一起成长。✈️✈️✈️  [组图共3张] 原图 ,TRUE,1
FrKTFtPNU,转发理由:青年兴则国家兴，青年强则国家强，作为中国青年让我们一起为中华民族伟大复兴的中国梦献出自己的力量。💪💪💪  ,FALSE,1
FrGBMyz5t,#OPPO全新前后2000万R11s# 红！  原图 ,TRUE,1
FreU4A4EH,带二十和石榴出来冒个泡🕷🐱🐱  [组图共9张] 原图 ,TRUE,1
FqWQBmG0Q,转发理由:祝祖国越来越强大🇨🇳🇨🇳🇨🇳//@TFBOYS组合:不忘初心，继续前进，祝祖国越来越强大  ,FALSE,1
FqmX9pu7A,不畏将来，不乱于心，慢下来，去生活。今晚10点，#亲爱的客栈#  在泸沽湖静候你的到来。  原图 ,TRUE,1
FqbaN5Zg3,今晚10点，就在《天天向上》 ，和坏习惯说再见！吸烟其实一点也不酷，是时候戒掉它！加入我们，一起做#无烟下一代# ！@世界卫生组织 @天天向上  [组图共2张] 原图 ,TRUE,1
Fq2JG8Jh4,感谢@ELLE 邀请，十年#ELLE风尚大典# 我们13号见。  原图 ,TRUE,1
FprZrhd7P,感受网球的魅力，一起见证了荣耀的诞生！体育精神永存，超越极限的都是最值得尊敬的强者。  [组图共3张] 原图 ,TRUE,1
FoQhP0kWJ,转发理由:告诉我八点看什么🙋  ,FALSE,1
FoFNGhRqf,请叫我 ______ 🕶️  原图 ,TRUE,1
FooDilVy9,转发理由:这次的祝福是唱给祖国听🙈国庆快乐👻//@TFBOYS组合:#TFBOYS# 庆生小分队@TFBOYS-王俊凯 @TFBOYS-王源 @TFBOYS-易烊千玺 献唱《我爱你中国》，一起为祖国送祝福啦，我们永远爱您  ,FALSE,1
FofCoybNt,玩一玩🐒🐒🐒TFBOYS-易烊千玺的秒拍视频  ,TRUE,1
FnaYTnB4l,转发理由:大家好好看，这次也没有表情包👀  ,FALSE,1
Fn6Xjpepf,转发理由:今天好好听歌，没有表情包👻  ,FALSE,1
FmQCm4lBA,祝18岁的凯哥 @TFBOYS-王俊凯 生日快乐！成年的你一定会更优秀更完美👻继续做一位热爱音乐的酷BOY🙈  原图 ,TRUE,1
FlBCs55j2,#OPPO看不见的TA# 最近超爱📷的理由就是……#TFBOYS限量版R11# 有2000万👻看不见的TA2_03  ,TRUE,1
Flbn6DYXm,今天是感恩的节日🙏感谢每一位老师的默默奉献悉心教导❤祝老师们节日快乐😁  ,TRUE,1
FkUj14qdz,最近超爱📷💥👀  [组图共9张] 原图 ,TRUE,1
FkQZHyFLx,转发理由:#BAZAAR明星慈善夜# 一路成长一路蜕变，爱的路上，感谢有你们的陪伴！9月9日和我一起用指尖做公益，让“爱，无处不在”。  ,FALSE,1
FkfR7Crba,高三了. 再也找不到当年的秘制滤镜了. 👣  原图 ,TRUE,1
FjQfVFErp,转发理由:很开心与五月天各位哥哥们一起，享受了一段美好的音乐时光，也和更多人一起描绘出梦想的形状❤献给所有还在成名在望的路上坚持信仰的人，未来一切可期  ,FALSE,1
FjO5LB915,和我一起支持@秒拍 #画出生命线# 公益活动，绘聚爱心，你我同程TFBOYS-易烊千玺的秒拍视频 #BAZAAR明星慈善夜# @时尚芭莎 画出生命线，绘聚爱心，为爱加速！  ,TRUE,1
Fi9VushPI,我的二十. 👦🐱  [组图共6张] 原图 ,TRUE,1
FgCeQ5vcT,#TFBOYS四周年AliveFour# ALIVE FOR LOVE.  原图 ,TRUE,1
FggK6oEri,转发理由:天佑四川，愿少一些伤亡，祈福灾区群众平安，我们在一起🙏🙏🙏//@TFBOYS组合:为灾区祈福，愿四川人民平安，我们都在🙏🙏🙏  ,FALSE,1
FfT6oyXqV,终于上TF大黑别墅三楼了，给助理哥哥们化妆太好玩了，我们就是TF专业美妆团队这天拍摄很开心，最后还有限定KTV，把我们的追梦赤子心唱给你们听👻大黑别墅四周年特别版虽然结束了，但是据说小黑屋还有……🙊TFBOYS组合的秒拍视频  ,TRUE,1
Ff61rsHGI,热҈热҈热҈热҈热҈热҈需要红包来降温！我已加入支付低碳行动，和我一起来做行动派！最后做个小调查，大家出门必带的三件物品是____?  原图 ,TRUE,1
FeVrLbH23,"史上Man力爆屏，颠覆出演的@肯德基 首支魔幻大片来啦！这次身披铠甲，化身力量担当，以光辉之刃，夺得愤怒的汉堡，#怒放造势#！这个外型颠覆，鲜辣爆棚的“添福堡”超好吃的现在来肯德基Get恐龙套餐，加入超酷TFBOYS驯龙战队和我们#一起召唤神龙#。登陆KFC宅急送点购TFBOYS专属WOW桶, 足不出户吃...全文 ",TRUE,1
FcYwOpM6Z,猜猜小🐻队最后会不会拿到冠军🙊 #我们的少年时代# TFBOYS-易烊千玺的秒拍视频  ,TRUE,1
FcoO6sPjg,  [组图共4张] 原图 ,TRUE,1
FccgYFWWW,那天是蓝色的🌠🌌🌃  [组图共3张] 原图 ,TRUE,1
FbUvHlZHs,转发理由:嘿，特别骄傲你20岁的生日大趴，我有到场陪你一起疯过闹过开心过#快乐大本营二十周年#生日快乐，青春不打烊，快乐不散场👻  ,FALSE,1
FbBg8pGo8,转发理由:一起倒计时，看#我们的少年时代# 点燃今夏，重燃青春  ,FALSE,1
Fbrb5br2j,转发理由:喔唷🤙🤙🤙  ,FALSE,1
FaGeRfCso,转发理由:此刻在长沙，看到大家积极抗争暴雨的壮举，灾难无情人有情，湖南挺住。大家一定能顺利度过难关！我们在一起🙏  ,FALSE,1
FayoR2YHg,热，就要…………      热…执…扌…（这是一个适合夏天的冷笑话）  [组图共3张] 原图 ,TRUE,1
F99nwqw2U,转发理由:这位同学，你可以请客吃饭了🙈//@TFBOYS-王源:这位同学，你可以请客吃饭了  ,FALSE,1
F8TxxgdG5,喏  [组图共9张] 原图 ,TRUE,1
F6HHu1qcT,..............  原图 ,TRUE,1
F6zulbmgH,@TFBOYS-王俊凯 小凯，请看下联祝你报一个中一个，实力啊！  原图 ,TRUE,1
F67xYxrVJ,转发理由:很荣幸参与到这个活动里来，以世卫控烟倡导者的身份，发起呼吁：成长路上，拒绝烟草。让我们一起努力，爱护健康和环境。#无烟下一代#  ,FALSE,1
F5HK7sZkK,很开心参加到#绘本时光计划##绘本超人大挑战# 活动中，今天我是领读人，陪你们度过一个精灵般的夜晚，《晚安黛西》http://t.cn/RSV095T  ,TRUE,1
F5yF1nFgL,本灵均送你一朵小粽子. ✨  [组图共2张] 原图 ,TRUE,1
F5dDArHUd,不要太快长大，不要太快#放开我北鼻#  原图 ,TRUE,1
F4avPh8Cw,521. 收好～🖐🏻✌🏻👆🏻🌹  [组图共2张] 原图 ,TRUE,1
F3F34BcGk,今天我升级为VIP7了  ,TRUE,1
F3npSsm6C,全新的尝试，感谢@Tmagazine @冯楚轩  [组图共9张] 原图 ,TRUE,1
F3h3h9XEJ,#中丹旅游年##安徒生故乡##美妙的哥本哈根# 遇见，然后倾心 @北欧旅游局  [组图共9张] 原图 ,TRUE,1
F37r1BrHS,Dà Lǎo 🕶️ 丹麦·哥本哈根  显示地图 原图 ,TRUE,1
F35EW8sWf,#小王子的童话之旅#易烊千玺带你丹麦体验生蚝大餐。（来自@TFBOYS-易烊千玺 的一直播）APP下载地址：http://t.cn/RXndUHC 丹麦·哥本哈根  ,TRUE,1
F34AcBo5M,转发理由:母亲节的礼物请查收  ,FALSE,1
F2VUfg1TF,春风十里，不如直播一场，我在一直播等你！（来自@TFBOYS-易烊千玺 的一直播）APP下载地址：http://t.cn/R5uYnRg 丹麦·赫尔辛格  ,TRUE,1
F2VM0CeRH,#小王子的童话之旅# 小王子来带你游卡隆堡宫（来自@TFBOYS-易烊千玺 的一直播）APP下载地址：http://t.cn/RXmvqXr 丹麦·赫尔辛格  ,TRUE,1
F2FzneBQc,很荣幸担任丹麦旅游形象代言人…很开心收到来自童话王国的童话书👻@北欧旅游局 #安徒生故乡#  [组图共2张] 原图 ,TRUE,1
F2lSHdVxY,准备准备出发👊👊👊  [组图共2张] 原图 ,TRUE,1
F1s0euD6g,转发理由:今年国庆我们正芳华👻//@冯小刚:萝卜白菜，各有所爱。  ,FALSE,1
F0QpdpuHR,小千背着谦哥奔小康 /认真脸 /严肃脸 😆😆😆🙈🙈🙈  原图 ,TRUE,1
F0FnJtg0l,开播前的小礼物送给大家🙊马上我就上线了#思美人# http://t.cn/RXmX91B  [组图共2张] 原图 ,TRUE,1
F0EnngROX,今天是白色的⬜️⬜️⬜️  [组图共6张] 原图 ,TRUE,1
EFwoS3kEM,唱一句离骚别愁叹一生知己难留离骚已出来听…http://t.cn/RXoCV7m  原图 ,TRUE,1
EENZ0inIc,真俊………………………（zùn）👍🙈🙈#放开我北鼻#  原图 ,TRUE,1
EDJWvCHSr,🏸️🏸️🏸️#运动教室# http://t.cn/R6sLDsp  ,TRUE,1
ECxxss9Q8,本站长跟丢了爱豆…那就发三张自己的照片吧…………👾👾👾  [组图共3张] 原图 ,TRUE,1
ECuEsF9Yz,转发理由:记得八点半哦……👌👌👌  ,FALSE,1
EBDiJuCfO,终于知道我的帅…是遗传谁的了…………🙈🙈🙈  [组图共4张] 原图 ,TRUE,1
EBzwfix97,很荣幸成为#音乐童年# 的爱心大使，与@中国儿童少年基金会 一起守护贫困留守儿童的音乐梦想。贫穷不是他们能选择的，但快乐却可以，让我们一起用音乐治愈和温暖孩子们吧http://t.cn/R6xulhP  ,TRUE,1
EBsw6CtYp,转发理由:很高兴成为中国儿童少年基金会#音乐童年# 项目的爱心大使，和我一起守护贫困留守儿童的音乐梦想吧  ,FALSE,1
EBkH8xYY3,我爱学习…可是学习...可能不爱我…………………………  [组图共3张] 原图 ,TRUE,1
EzucBsz5H,转发理由:看得见看得见，继续去看节目吧昂.......................  ,FALSE,1
Ezu4RBE8S,转发理由:为什么快变80岁怪我？？快看节目保你变五岁。。。。。。。。。。。。。。。。  ,FALSE,1
EztW5kGKz,转发理由:没有不敢听我话的... /自信脸  ,FALSE,1
EztUzl6Fk,转发理由:这个节目里还真有...你们之后慢慢看吧  ,FALSE,1
EztTRBV0Q,转发理由:很多很多......没有的时候自己做...  ,FALSE,1
EzrZjv6tU,在等#放开我北鼻# 播出的易烊千玺🙊  原图 ,TRUE,1
Ezbx3vuyJ,转发理由:陪伴是最长情的告白…… 感恩快本。 周六晚上见🙈😝  ,FALSE,1
Exs7Q0XJ5,#1        （又名: 2000w福利……http://t.cn/RibsSQB  ,TRUE,1
ExdqJCHsF,马上了………  [组图共3张] 原图 ,TRUE,1
EwjRoaYaW,福利在路上……得等几天才送达……等一等……吧  [组图共3张] 原图 ,TRUE,1
Ev5OqxpGg,差点忘了今天元宵节。大家快乐快乐哈。本来冰箱没有速冻汤圆了。就先煮了一碗馄饨。结果工作人员送来了汤圆。厚厚 : )  [组图共3张] 原图 ,TRUE,1
Eu5vxgdwC,孩子大了…不肯自拍了……那只能偷拍  [组图共8张] 原图 ,TRUE,1
Et5feb3wL,转发理由:20:20哦。  ,FALSE,1
EsOg9r7tm,谁还不是个宝宝咋的………………开车回家啦～祝大家鸡年大吉哦…和家人开心看春晚吧🌟🌟🌟  [组图共2张] 原图 ,TRUE,1
EsNaFyYQM,春晚  ,TRUE,1
EsMO5vQIL,来给大家送祝福啦，八点记得看#春晚# 哦。上微博关注#艾特春晚#，我准备好了红包在这里等你哦。点击进入：艾特春晚  ,TRUE,1
ErHt1ctH4,转发理由:20：20，Ready Go😎  ,FALSE,1
Ernhyj29q,转发理由:好听的小棉袄来了👻  ,FALSE,1
ErfYCwbLM,转发理由:恭喜晓明哥Baby姐，祝一家三口幸福  ,FALSE,1
Er8sgBUTT,#TFBOYS-易烊千玺的红包#微博之夜，感恩有你~发个红包，祝愿大家开开心心，继续和我一同成长！@让红包飞 TFBOYS-易烊千玺 的红包  ,TRUE,1
Er8eTv21W,微博之夜  ,TRUE,1
Eq2wQ1Cyj,转发理由:#思美人#少年者，正如清晨初阳，常思将来，不改初心  ,FALSE,1
Eq0iXq398,今儿个…………  [组图共4张] 原图 ,TRUE,1
EpHTo1WB4,转发理由:今天就是七号👉#寒假1.7看猪猪侠#  ,FALSE,1
EoM4ylPDi,早啊🐥🐤  [组图共4张] 原图 ,TRUE,1
Eox17593H,转发理由:😊😊😊  ,FALSE,1
Eoko63InM,转发理由:#寒假1.7看猪猪侠# 新年成长，2017年一起为了想要守护和陪伴的人努力。元旦期间还可以抢先看哦👻  ,FALSE,1
EnVvWvvR3,转发理由:谢谢大家  ,FALSE,1
EnNjfaUoU,圣诞快乐啦🎈🎈🎈快睡了快睡了………安❤️  [组图共2张] 原图 ,TRUE,1
EmHdBmfnT,#圣诞节来了# 吃饭睡觉打#圣诞萌想#  [组图共2张] 原图 ,TRUE,1
EmEp0gy5w,转发理由:可爱的小朋友们  ,FALSE,1
EmxU9dsXi,#换个姿势玩圣诞#不爬烟囱也可以送礼物的圣诞烊🎁🎁🎁提前祝你圣诞快乐！ http://t.cn/RIVgaEm  ,TRUE,1
Emup2oDxQ,想象中的自己 & 现实中的自己……………………………………………………………………  [组图共2张] 原图 ,TRUE,1
El4dqn8m4,要不以后………一个月一次自拍………可以么………………………………………………………………………………………………………………………………………点赞的都视为赞同…  [组图共4张] 原图 ,TRUE,1
EkHzP3ERU,🔍找出下图中所有的易烊千玺🔍  原图 ,TRUE,1
EjWbdqEjT,转发理由:超级快递。去看哦～😊😊😊  ,FALSE,1
EjVDncq9R,转发理由:关注关爱，努力实现右边的目标 //@联合国艾滋病规划署:#携手抗艾重在预防#  实现在#2030年终结艾滋病# 是可能的，在你的帮助下！  ,FALSE,1
EjOny2hzb,转发理由:听说打卡有福利  ,FALSE,1
EjNWnreoM,来，这次听「你说」🙈🙈🙈 http://t.cn/RfH098r .  ,TRUE,1
EjLtenWyb,#易烊千玺有R9s拍照更清晰#新鲜的十六岁，这一刻，更清晰。 http://t.cn/RfH7zWQ  ,TRUE,1
EjETbhrrP,今天我很开心，希望你们也是👻👻👻十六岁的易烊千玺会更努力前行💪秋裤会穿，就不拍图反馈了  [组图共2张] 原图 ,TRUE,1
EjDk13BGJ,十六岁的易烊千玺归来生日会，期待带给你们惊喜👻（来自@TFBOYS-易烊千玺 的一直播）APP下载地址：http://t.cn/RcVum31 长沙  ,TRUE,1
EjxEQAeKM,祝你生日快乐  ,TRUE,1
Ejv3urwDL,是这样的。明天下午14:20，我的生日会将在@一直播   独家手机平台直播，一如既往还有后台直播😎我的一直播ID：20001128。这次有个有趣的可是我不说记得来看🙈  ,TRUE,1
Ej9nDoy1A,期待已久的单曲终于来了，“你说”好不好听？👻感谢@王力宏 哥哥，@李偉菘Paul 老师和@唐映枫 哥哥一起为我打造的这首歌曲http://t.cn/RfC7EB9嘘～听易烊千玺说给你听🙈🙈🙈  [组图共2张] 原图 ,TRUE,1
EiZrlmo3w,转发理由:每一个人的冬天都应该是温暖的  ,FALSE,1
EiC4CBuKV,转发理由:大家多支持这位超可爱的小弟弟～～  ,FALSE,1
EgDLNp92C,祝我们源儿哥16岁生日快乐🎂🎂🎂新的一年每天都要这么开心哟💡💡💡  原图 ,TRUE,1
EgAdrA5O7,祝十六岁的源哥@TFBOYS-王源 越来越6待会我要和小凯带大家揭秘后台，别错过啦http://t.cn/RfznkCw  ,TRUE,1
EgufmlSVw,今儿个立冬。吃饺子  [组图共3张] 原图 ,TRUE,1
EfYZPmnZc,转发理由:嗯。这个风格有点帅🕶  ,FALSE,1
EfzqWdbaj,Jackson is watching u 👀  [组图共9张] 原图 ,TRUE,1
EdAiimEi0,就不  [组图共4张] 原图 ,TRUE,1
EcFGjm63O,转发理由:#不息之河敬勇士#勇士哥哥们昼夜奔袭240里，#勇士1014突突上映#继承革命先烈的光荣传统，向革命先烈们学习，一起来影院见证这场生死奔袭~给勇士们比心   ,FALSE,1
EbV8gdG4L,今儿个。休息✌️  [组图共6张] 原图 ,TRUE,1
EbAF18Veb,很酷的追星赢家是我没错，#我的追星故事# 就是期待很久的“那个”快要和你们见面啦😝不能透露太多，过段时间就揭晓答案给大家👊  原图 ,TRUE,1
EawTUC7vh,转发理由:杰哥的新歌MV~已加入豪华循环套餐  ,FALSE,1
Eaf8ox5V3,《无聊》好文艺的文案啊  [组图共9张] 原图 ,TRUE,1
E9Uod0SQq,很酷的易烊千玺今天要很酷的直播#十八般才易#，你们准备好了没？😝今天下午17:00，在美拍不见不散 ！#0925易烊千玺美拍直播#  原图 ,TRUE,1
E9lvfueaw,祝凯哥@TFBOYS-王俊凯 生日快乐🎊🎊🎊然后休息好，能少一些这种谜之睡姿😜做个开心的17岁boy～❤  原图 ,TRUE,1
E9hHjqOYa,祝我们的队长小凯@TFBOYS-王俊凯 十七岁生日快乐我和王源带你们后台探班，记得来看😝 http://t.cn/RcWynWG  ,TRUE,1
E8ZJU4WiC,最近在美拍被超好玩的#加速舞挑战# 刷屏，我也来和大家切磋一下舞艺😝你们等我的直播等急了吧？9月25日周日下午五点我在美拍直播，#十八般才易# 不见不散！ 秒拍视频 .  ,TRUE,1
E8nEVvdSV,祝大家中秋节快乐~~🎉🎉在西安过得中秋节，还去回民街吃了好吃的😝😝😝(发现一个能发动图的新大陆。。)  [组图共4张] 原图 ,TRUE,1
E7FSovSii,给予我帮助，带给我启发，教会我道理的人，都是我的老师，谢谢您们，祝您们节日快乐！[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]  ,TRUE,1
